,Latent,Sensible,Downwelling Longwave,Upwelling Longwave,Downwelling Shortwave,Upwelling Shortwave
mean,10.269913673400879,15.485413551330566,199.98422241210938,254.50057983398438,339.3116760253906,271.4493408203125
bias,5.047232373132149,0.45683650568641426,-8.154136664523271,-13.312523155534768,13.385234440466364,15.035277079903896
mae,5.262457175138826,5.277492441770568,23.26225312657029,14.818885762177228,42.02693692155865,37.65388757508069
