,Latent,Sensible,Downwelling Longwave,Upwelling Longwave,Downwelling Shortwave,Upwelling Shortwave
mean,1.610163688659668,3.3814687728881836,185.6429443359375,243.1646728515625,271.6359558105469,217.3087615966797
bias,1.580195728677316,-4.1980194225152045,-54.83299408736883,-11.693261341301406,111.14564921857766,81.9636649917519
mae,1.8239601706791262,8.280318074702304,54.83299408736883,11.702130019591081,111.17461463730756,82.05812229862708
