,Latent,Sensible,Downwelling Longwave,Upwelling Longwave,Downwelling Shortwave,Upwelling Shortwave
mean,2.1385220289230347,5.639953851699829,-55.17152404785156,7.4438323974609375,60.94557189941406,48.75642395019531
bias,1.7371972212889069,5.639953853206381,-55.171513052547674,7.443850573371437,60.945566177368164,48.7564527287203
mae,1.2059171321039384,-1.5576552010192817,37.18913914715935,-7.434981895081762,60.26199436299641,46.85587405713251
